"BOOK_ID","ACCESSION_DATE","ACC_DATE_STAND","DISCARD_DATE","DISC_DATE_STAND","ACCESSION_NUMBER","DUP_ACC","AUTHOR","TITLE","PUBLISHER","WHERE_PUBLISHED","DATE_PUBLISHED","NUM_VOLS","SIZE","NUM_PAGES","BINDING_TYPE_ID","PROVENANCE","COST_DENOM_ID","COST_FULL","COST_US","COST_UK","ORIGIN_ID","ADDITIONAL_INFO","REVIEW_NOTES","LEDGER_NUM","LEDGER_PAGE_NUM","LAST_MODIFIED","BOOKS_OCLC_ID","DMR_LINK_CODE","DMR_DIRECT_CODE","OLD_DMR_DIRECT_CODE"
"4436","March 21. 1900","1900-03-21",,,"11636","0",,"Index Catalog of Library of Surgeon General Office U.S. Army",,"Washington","1899","4","8","917","7","Supt Documents _ 2nd Series",,,"0.00",,,,,"1","249","2011-07-12 10:59:46","4163","AC01_249","679","&CISOPTR=681&CISOSHOW=679"
"4437","My 27 1875","1875-05-27",,,"2058","0","Paul Du Challu","Lost in The jungle",,"New York","1874","I","12","260","1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:33:13","4164","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4438","March 21. 1900","1900-03-21",,,"11637","0",,"Dept of Agriculture, Bulletin F. Kite Observations Rept 1894",,"Washington","1898",,"4",,"1","Supt Documents _ 2nd Series",,,"0.00",,,,,"1","249","2011-07-12 11:00:02","4165","AC01_249","679","&CISOPTR=681&CISOSHOW=679"
"4439","My 27 1875","1875-05-27","'35","1935-01-01","2059","0","Frank Vincent","The Land of The White Elephant.",,"New York","1874","I","8","316","1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:33:49","4166","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4440","March 13th, 1875","1875-03-13","Je. '18","1918-06-01","1224","0","Theodore Winthrop","John Brent",,"Boston","1871","1","16","359","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 14:36:22","4167","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4441","March 21. 1900","1900-03-21",,,"11638","0",,"Official Directory 56th Cong _ 1st Sess. _Beginning Dec. 4 1899",,"Washington","1899",,"8","317","1","Supt Documents _ 2nd Series",,,"0.00",,,,,"1","249","2011-07-12 11:01:30","4168","AC01_249","679","&CISOPTR=681&CISOSHOW=679"
"4442","My 27 1875","1875-05-27",,,"2060","0","David Livingston","Last Journal.",,,,,,,"1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:34:22","4169","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4443","March 21. 1900","1900-03-21",,,"11639","0",,"Rept Sec'y Treasury _ Estimates & Expectations 54th 2",,"Washington","1897","25","Folio",,"7","Supt Documents _ 2nd Series",,,"0.00",,,,,"1","249","2011-07-12 11:03:24","4170","AC01_249","679","&CISOPTR=681&CISOSHOW=679"
"4444","Aug 21 1884","1884-08-21",,,"5064","0",,"Exec. Doc. 1st Session 47 Congress Interior Land Office",,"Washington D.C.","1882","9","8","952","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:16:28","11690","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4445","My 27 1875","1875-05-27","May 1914","1914-05-01","2061","0","T. De Witt Talmage.","Sports That Kill.",,"New York","1875","I","12","241","1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:34:42","4171","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4446","March 13th, 1875","1875-03-13","Mch. 1911","1911-03-01","1225","0","George Wood","Gates wide open",,"Boston","1870","1","16","354","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 14:36:56","4172","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4447","Aug 21 1884","1884-08-21",,,"5065","0",,"Exec. Doc. 1st Session 47 Congress Education",,"Washington D.C.","1882","12","8","1200","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:18:21","4173","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4448","March 13th, 1875","1875-03-13",,,"1226","0","Sir Lascelles Wraxall, Bart.","Golden hair",,"Boston","1865","1","12","400","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 14:37:36","4174","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4449","My 27 1875","1875-05-27",,,"2062","0","Benj. F. Taylor.","The World On Wheels",,"Chicago","1874","I","12","258","1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:35:04","4175","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4450","Aug 21 1884","1884-04-21",,,"5066","0",,"House Miscl 1st Session 47 Congress No 14 p. 1 & 2. No 15 p. 1 & 2",,"Washington D.C.","1882","4","8","1500","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:21:34","4176","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4451","My 27 1875","1875-05-27",,,"2063","0","Samuel Smiles","The Life of George Stevenson.",,,,,,,,,,,"0.00",,,"Contains Author/Title only no other infomation filled in.",,"1","55","2010-10-19 09:35:47","4177","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4452","Aug 21 1884","1884-08-21",,,"5067","0",,"House Miscl 1st Session 47 Congress Nos 16, 17, 18 & 21",,"Washington D.C.","1882","5","8","1250","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:23:33","11167","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4453","Aug 21 1884","1884-07-21",,,"5068","0",,"House Miscl 1st Session 47 Congress Contested Election",,"Washington D.C.","1882","7","8","1350","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:24:47","4178","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4454","March 13th, 1875","1875-03-13",,,"1227","0","Mrs. J. McNair Wright","John & the Demijohn",,"Boston",,"1","16","408","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 14:38:01","4179","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4455","March 13th, 1875","1875-03-13",,,"1228","0","Mr. J. McNair Wright","Priest & nun",,"Philadelphia",,"1","12","544","7",,,,"0.00",,,,,"1","33","2010-10-04 14:38:28","4180","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4456","[March 13th 1875]","1875-03-13",,,"757","0",,"My discontented cousin",,"Boston","1871","1","18","302","1","H.C. Marsh",,,"0.00",,,"""Missing June 1915.""",,"1","20","2010-09-27 14:35:54","4181","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4457","March 13th, 1875","1875-03-13",,,"1229","0","Edmund Yates","Black sheep",,"New York","1868","1","8","166","9","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 14:41:52","4182","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4458","[March 13th 1875]","1875-03-13",,,"758","0","Right Hon. B. Disraeli","Lothair",,"New York","1870","1","12","371","1","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:38:24","4183","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4459","March 13th, 1875","1875-03-13",,,"1230","0","Edmund Yates","Land at last",,"New York","1866","1","8","147","9","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 14:43:05","4184","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4460","[March 13th 1875]","1875-03-13",,,"759","0","Right Hon. B. Disraeli","Lothair",,"New York","1870","1","8","218","9","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:38:58","4185","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4461","[March 13th 1875]","1875-03-13",,,"760","0","Right Hon. B. Disraeli","Tancred, or The new crusade",,"New York","1870","1","8","158","9","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:41:20","4186","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4462","March 13th, 1875","1875-03-13",,,"1231","0","Therese Yelverton","Zanita, a tale of the Yosamite",,"New York","1872","1","12","296","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 14:43:28","4187","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4463","[March 13th 1875]","1875-03-13",,,"761","0","Mary E. Dodge","Hans Brinker, or The silver skates",,"New York","1869","1","12","347","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:43:23","4188","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4464","[March 13th 1875]","1875-03-13",,,"762","0","Elisabeth Doten","Hesper, the home spirit",,"Boston","1859","1","12","251","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:43:56","10965","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4465","March 13th, 1875","1875-03-13",,,"1232","0","C. M. Yonge","The heir of Red Cliff",,"New York","1871","1","12","314","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-05 12:08:13","4189","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4466","[March 13th 1875]","1875-03-13",,,"763","0","Julia L. Dumont","Life sketches from common paths",,"New York","1856","1","12","286","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:44:25","4190","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4467","March 13th, 1875","1875-03-13",,,"1233","0","C. M. Yonge","The heir of Red Cliff",,"New York","1871","2","12","312","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-05 12:08:27","4191","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4468","[March 13th 1875]","1875-03-13","1 May 1922","1922-05-01","764","0","Frances Eastwood","Geoffry the Lollard",,"New York",,"1","16","342","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:45:28","4192","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4469","[March 13th 1875]","1875-03-13",,,"765","0","Maria Edgworth","Tales & novels.",,"New York","1868","X","12","234","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:46:05","10966","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4470","[March 13th 1875]","1875-03-13",,,"766","0","Amelia B. Edwards","Half a million of money",,"New York","1868","1","8","176","9","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:49:38","4193","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4471","Jan 3d 1880","1880-01-03",,,"3465","0","U.S. Grant","A Tour Around the World",,"Cincinnatti O.","1879","1","8","810","7","Hamilton. S. McRae",,,"0.00",,"1",,,"1","92","2010-11-10 08:57:13","4194","AC01_092","521","&CISOPTR=681&CISOSHOW=521"
"4472","[March 13th 1875]","1875-03-13",,,"767","0","Amelia B. Edwards","Hand & glove",,"New York","1868","1","8","122","9","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:51:09","4195","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4473","March 13th, 1875","1875-03-13",,,"1234","0","C. M. Yonge","Friarswood post-office",,"New York","1868","1","18","251","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 14:46:14","4196","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4474","[March 13th 1875]","1875-03-13",,,"768","0","Amelia B. Edwards","Miss Carew",,"New York","1867","1","8","141","9","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:52:45","4197","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4475","[March 13th 1875]","1875-03-13",,,"769","0","Amelia B. Edwards","My brother's wife",,"New York","1869","1","8","112","9","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:54:13","4198","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4476","Jan 6 1880","1880-01-06",,,"3466","0","E.T. Cox","Eighth, Ninth, and Tenth Geological Survey of Ind.",,"Indianapolis","1879","1","8","539","1","John Collett, Chif. of Bureau of Statistics & Geolog",,,"0.00",,"1",,,"1","92","2010-11-10 08:59:01","4199","AC01_092","521","&CISOPTR=681&CISOSHOW=521"
"4477","[March 13th 1875]","1875-03-13",,,"770","0","Annie Edwards","Archie Lovel",,"New York","1869","1","8","289","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:56:19","4200","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4478","[March 13th 1875]","1875-03-13",,,"771","0","Annie Edwards","Ordeal for wives",,"New York","1872","1","12","448","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:57:19","4201","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4479","March 13th, 1875","1875-03-13",,,"1235","0",,"The young parson",,"Philadelphia","1863","1","12","384","1",,,,"0.00",,,,,"1","33","2010-10-04 14:46:39","4202","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4480","[March 13th 1875]","1875-03-13",,,"772","0","Annie Edwards","Susan Fielding",,"New York",,"1","8","279","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 14:58:34","4203","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4481","Aug 21 1884","1884-08-21",,,"5069","0",,"House Miscl 1st Session 47 Congress Rebellion Record.",,"Washington D.C.","1882","18","8","1204","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:28:41","4204","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4482","Jan 16 1880","1880-01-16",,,"3467","0","J. W.  Powell","Report on the Lands of the Arid Region.",,"Washington D.C.","1879","1","4","195","1","Dept Interior",,,"0.00",,"1","Accession number is marked through.
In Date column: ""wd. Trans. to doc collection"".",,"1","92","2010-11-10 09:00:20","4208","AC01_092","521","&CISOPTR=681&CISOSHOW=521"
"4483","[March 13th 1875]","1875-03-13",,,"773","0","Annie Edwards","Stephen Lawrance, Yoeman",,"New York","1869","1","8","422","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:00:03","4205","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4484","Aug 21 1884","1884-08-21",,,"5071","0",,"House Miscl 1st Session 47 Congress Rebellion Record",,"Washington D.C.","1882","23","8","971","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:31:34","4206","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4485","[March 13th 1875]","1875-03-13",,,"774","0","M. Betham Edwards","Kitty",,"New York","1870","1","8","149","9","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:16:19","4207","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4486","[March 13th 1875]","1875-03-13",,,"775","0","M. Betham Edwards","Doctor Jacob",,"New York","1869","1","18","375","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:17:32","4209","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4487","Aug 21 1884","1884-08-21",,,"5072","0",,"House Miscl 1st Session 47 Congress Rebellion Record",,"Washington D.C.","1882","27","8","1021","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:31:24","4210","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4488","March 13th, 1875","1875-03-13","Mr. 1913","1913-03-01","1236","0","Miss Jane Porter","The Scottish chiefs",,"Philadelphia","1871","1","16","652","7","H. C. Marsh",,,"0.00",,,"Penmanship in 1st column (accession date) illegible; looks like July 5th.",,"1","33","2010-10-04 15:02:34","4211","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4489","Aug 21 1884","1884-08-21",,,"5070","0",,"House Miscl 1st Session 47 Congress 58 & 60 Eulogy OConnor",,"Washington D.C.","1882","19","4","63","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:29:41","4212","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
"4490","[March 13th 1875]","1875-03-13",,,"776","0","Edward Eggleston","The Hoosier school master",,"New York",,"1","12","226","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:18:19","4213","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4491","Jan 16 1880","1880-01-16",,,"3468","0","Alexander H Stephens","Report onn the Metric System",,"Washington D.C.","1879","1","8","218","1","Dept Interior.",,,"0.00",,"1","Accession number is marked through.",,"1","92","2010-11-10 09:14:24","4214","AC01_092","521","&CISOPTR=681&CISOSHOW=521"
"4492","March 13th, 1875","1875-03-13","May 1914","1914-05-01","1237","0","Sidney Andrews","The South since the war",,"Boston","1866","1","16","400","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 15:02:55","4215","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4493","[March 13th 1875]","1875-03-13",,,"777","0","George Eliot","Adam Bede",,"Boston","1869","1","12","315","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:19:50","4216","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4494","[March 13th 1875]","1875-03-13",,,"778","0","George Eliot","Felix Holt",,"New York",,"1","12","520","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:20:15","10967","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4495","March 13th, 1875","1875-03-13","'35","1935-01-01","1238","0","Sir Samuel W. Baker","Albert N'Yanlza",,"Philadelphia","1870","1","12","499","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 15:03:29","4217","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4496","March 19 1880","1880-03-19",,,"3469","0","Norman Macleod Editor","Good Words Mag' for the Young",,"Philadelphia","1872","XIII","8",,"17","H.C. Marsh",,,"0.00",,"1",,,"1","92","2010-11-10 09:19:00","4218","AC01_092","521","&CISOPTR=681&CISOSHOW=521"
"4497","[March 13th 1875]","1875-03-13",,,"779","0","George Eliot","Middlemarch",,"New York","1873","1","8","288","1","H.C. Marsh",,,"0.00",,,"""Sold to Ho-Mifflin, 25 c[ents].""",,"1","21","2010-09-27 15:21:15","4219","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4498","March 13th, 1875","1875-03-13",,,"1239","0","Sir Samuel W. Baker","Nile tributaries of Abyssinia",,"Philadelphia","1869","1","12","413","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 15:04:44","4220","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4499","[March 13th 1875]","1875-03-13",,,"780","0","George Eliot","The mill on the floss",,"New York",,"1","12","314","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:21:43","4221","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4500","[March 13th 1875]","1875-03-13",,,"781","0","George Eliot","Romola",,"Boston","1869","1","12","344","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:22:12","4222","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4501","March 13th, 1875","1875-03-13","May 1914","1914-05-01","1240","0","Sir Samuel W. Baker","The rifle & the hound",,"Philadelphia","1869","1","16","305","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 15:05:05","4223","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4502","[March 13th 1875]","1875-03-13",,,"782","0","George Eliot","Silas Marner",,"Boston","1869","1","12","333","1","H.C. Marsh",,,"0.00",,,"""Sold to Houghton Mifflin, 25 c[ents].""",,"1","21","2010-09-27 15:23:21","4224","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4503","March 19 1880","1880-03-19",,,"3470","0","F_ L. Benedict","Miss Van Courtland",,"New York","1870","1","8","180","7","H.C Marsh",,,"0.00",,"1",,,"1","92","2010-11-10 09:19:19","4225","AC01_092","521","&CISOPTR=681&CISOSHOW=521"
"4504","[March 13th 1875]","1875-03-13",,,"783","0","Mrs. Ellis","The Brewers family",,"New York","1867","1","16","325","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:24:25","4226","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4505","Jan 27 1892","1892-01-27",,,"8178","0",,"War of Rebellion - Union & Confederate",,"Washington D.C.","1889","25","8","1240","1","Williams Post. No 78-G.A.R.",,,"0.00",,,,,"1","156","2011-01-14 09:41:59","4227","AC01_156","585","&CISOPTR=681&CISOSHOW=585"
"4506","Jan 27 1892","1892-01-27",,,"8179","0",,"War of Rebellion - Union & Confederate",,"Washington D.C.","1889","25","8","975","1","Williams Post. No 78-G.A.R.",,,"0.00",,,,,"1","156","2011-01-14 09:41:49","4228","AC01_156","585","&CISOPTR=681&CISOSHOW=585"
"4507","Jan 27 1892","1892-01-27",,,"8180","0",,"War of Rebellion - Union & Confederate 1st",,"Washington D.C.","1889","26","8","1039",,"Williams Post. No 78-G.A.R.",,,"0.00",,,,,"1","156","2011-01-14 09:42:23","4229","AC01_156","585","&CISOPTR=681&CISOSHOW=585"
"4508","[March 13th 1875]","1875-03-13",,,"784","0","Erchmann-Chatrian","The blockade of Phalsburg",,"New York","1871","1","16","306","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:30:47","4230","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4509","March 13th, 1875","1875-03-13",,,"1241","0","Henry Barth","Explorations in Central Africa",,"Philadelphia","1859","1","12","538","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 15:05:27","4231","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
"4510","Jan 27 1892","1892-01-27",,,"8181","0",,"War of Rebellion - Union & Confederate Correspondence 2nd",,"Washington D.C.","1889","26","8","636","1","Williams Post. No 78-G.A.R.",,,"0.00",,,,,"1","156","2011-01-14 09:42:46","4232","AC01_156","585","&CISOPTR=681&CISOSHOW=585"
"4511","Jan 27 1892","1892-01-27",,,"8182","0",,"War of Rebellion - Union & Confederate Rep't 1st",,"Washington D.C.","1889","27","8","1164",,"Williams Post. No 78-G.A.R.",,,"0.00",,,,,"1","156","2011-01-14 09:43:07","4233","AC01_156","585","&CISOPTR=681&CISOSHOW=585"
"4512","March 20 1880","1880-03-20",,,"3471","0","Albion. W. Tourgee","A Fool's Errand",,"New York","1880","1","16","361","1","Hamilton S McRae",,,"0.00",,"1","Accession number is marked through.
(One of the Fools) -- written between author and title.",,"1","92","2011-05-23 16:29:02","4234","AC01_092","521","&CISOPTR=681&CISOSHOW=521"
"4513","Jan 27 1892","1892-01-27",,,"8183","0",,"War of Rebellion - Union & Confederate Rep't 2nd",,"Washington D.C.",,"1889","27","1118","1","Williams Post. No 78-G.A.R.",,,"0.00",,,,,"1","156","2011-01-14 09:44:05","4235","AC01_156","585","&CISOPTR=681&CISOSHOW=585"
"4514","[March 13th 1875]","1875-03-13","11/ '36","1936-11-01","785","0","Erckmann-Chatrian","The conscript",,"New York","1871","1","16","330","1","H.C. Marsh",,,"0.00",,,,,"1","21","2010-09-27 15:30:31","4236","AC01_021","450","&CISOPTR=681&CISOSHOW=450"
"4515","Jan 27 1892","1892-01-27",,,"8184","0",,"War of Rebellion - Union & Confederate Cor. 3d",,"Washington D.C.","1889","27","8","1242","1","Williams Post. No 78-G.A.R.",,,"0.00",,,,,"1","156","2011-01-14 09:44:37","4237","AC01_156","585","&CISOPTR=681&CISOSHOW=585"
"4516","Jan 27 1892","1892-01-27",,,"8185","0",,"War of Rebellion - Union & Confederate Reports 1st",,"Washington D.C.","1890","28","8","810","1","Williams Post. No 78-G.A.R.",,,"0.00",,,,,"1","156","2011-01-14 09:45:00","4238","AC01_156","585","&CISOPTR=681&CISOSHOW=585"
"4517","March 13th, 1875","1875-03-13","May 1914","1914-05-01","1242","0","Samuel Bowles","Across the continent",,"New York","1869","1","16","390","1","H. C. Marsh",,,"0.00",,,,,"1","33","2010-10-04 15:05:50","4239","AC01_033","462","&CISOPTR=681&CISOSHOW=462"
